A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,0,1551561054721,"{""time"": 1551561054721, ""condition"": 0, ""mark"": ""instructions_start""}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,1,1551561058106,"{""time"": 1551561058106, ""response_time"": 3385, ""condition"": 0, ""mark"": ""instructions_stop""}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,2,1551561058111,"{""time"": 1551561058111, ""mark"": ""questionAundefined_start""}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,3,1551561144189,"{""response_time"": 86078, ""fever"": true, ""condition"": 0, ""mark"": ""questionA0_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551561144189, ""cough"": true, ""fever_credit"": 2, ""headache"": true}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,4,1551561175964,"{""response_time"": 31775, ""fever"": false, ""condition"": 0, ""mark"": ""questionA1_stop"", ""headache_credit"": 2, ""cough_credit"": 6, ""time"": 1551561175964, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,5,1551561185877,"{""response_time"": 9913, ""fever"": false, ""condition"": 0, ""mark"": ""questionA2_stop"", ""headache_credit"": 0, ""cough_credit"": 0, ""time"": 1551561185877, ""cough"": false, ""fever_credit"": 0, ""headache"": true}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,6,1551561206667,"{""response_time"": 20790, ""fever"": true, ""condition"": 0, ""mark"": ""questionB0_stop"", ""headache_credit"": 2, ""cough_credit"": 2, ""time"": 1551561206667, ""cough"": true, ""fever_credit"": 6, ""headache"": true}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,7,1551561216652,"{""response_time"": 9985, ""fever"": false, ""condition"": 0, ""mark"": ""questionB1_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551561216652, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,8,1551561221303,"{""response_time"": 4651, ""fever"": false, ""condition"": 0, ""mark"": ""questionB2_stop"", ""headache_credit"": 0, ""cough_credit"": 0, ""time"": 1551561221303, ""cough"": false, ""fever_credit"": 0, ""headache"": true}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,9,1551561243815,"{""response_time"": 22512, ""fever"": true, ""condition"": 0, ""mark"": ""questionC0_stop"", ""headache_credit"": 0, ""cough_credit"": 8, ""time"": 1551561243815, ""cough"": true, ""fever_credit"": 2, ""headache"": true}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,10,1551561258718,"{""response_time"": 14903, ""fever"": false, ""condition"": 0, ""mark"": ""questionC1_stop"", ""headache_credit"": 6, ""cough_credit"": 2, ""time"": 1551561258718, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,11,1551561263848,"{""response_time"": 5130, ""fever"": false, ""condition"": 0, ""mark"": ""questionC2_stop"", ""headache_credit"": 0, ""cough_credit"": 0, ""time"": 1551561263848, ""cough"": false, ""fever_credit"": 0, ""headache"": true}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,12,1551561269599,"{""response_time"": 5751, ""fever"": true, ""condition"": 0, ""mark"": ""questionD0_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551561269599, ""cough"": true, ""fever_credit"": 2, ""headache"": true}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,13,1551561274991,"{""response_time"": 5392, ""fever"": false, ""condition"": 0, ""mark"": ""questionD1_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551561274991, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,14,1551561277934,"{""response_time"": 2943, ""fever"": false, ""condition"": 0, ""mark"": ""questionD2_stop"", ""headache_credit"": 0, ""cough_credit"": 0, ""time"": 1551561277934, ""cough"": false, ""fever_credit"": 0, ""headache"": true}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,15,1551561277938,"{""time"": 1551561277938, ""mark"": ""debrief_start""}"
A30UE6DWFNUCWX:3C44YUNSI2PDH177F3WVUNGE9E1PDA,16,1551561281320,"{""answer"": ""agree"", ""time"": 1551561281320, ""response_time"": 3382, ""mark"": ""debrief_end""}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,0,1551563380144,"{""time"": 1551563380144, ""condition"": 0, ""mark"": ""instructions_start""}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,1,1551563382691,"{""time"": 1551563382691, ""response_time"": 2547, ""condition"": 0, ""mark"": ""instructions_stop""}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,2,1551563382697,"{""time"": 1551563382697, ""mark"": ""questionAundefined_start""}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,3,1551563435083,"{""response_time"": 52386, ""fever"": true, ""condition"": 0, ""mark"": ""questionA0_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551563435083, ""cough"": true, ""fever_credit"": 2, ""headache"": true}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,4,1551563453304,"{""response_time"": 18221, ""fever"": false, ""condition"": 0, ""mark"": ""questionA1_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551563453304, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,5,1551563459492,"{""response_time"": 6187, ""fever"": false, ""condition"": 0, ""mark"": ""questionA2_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551563459492, ""cough"": false, ""fever_credit"": 0, ""headache"": true}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,6,1551563462155,"{""response_time"": 2663, ""fever"": true, ""condition"": 0, ""mark"": ""questionB0_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551563462155, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,7,1551563465364,"{""response_time"": 3209, ""fever"": false, ""condition"": 0, ""mark"": ""questionB1_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551563465364, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,8,1551563470324,"{""response_time"": 4960, ""fever"": false, ""condition"": 0, ""mark"": ""questionB2_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551563470324, ""cough"": false, ""fever_credit"": 0, ""headache"": true}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,9,1551563472563,"{""response_time"": 2239, ""fever"": true, ""condition"": 0, ""mark"": ""questionC0_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551563472563, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,10,1551563474915,"{""response_time"": 2352, ""fever"": false, ""condition"": 0, ""mark"": ""questionC1_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551563474915, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,11,1551563477526,"{""response_time"": 2611, ""fever"": false, ""condition"": 0, ""mark"": ""questionC2_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551563477526, ""cough"": false, ""fever_credit"": 0, ""headache"": true}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,12,1551563479821,"{""response_time"": 2295, ""fever"": true, ""condition"": 0, ""mark"": ""questionD0_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551563479821, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,13,1551563482880,"{""response_time"": 3059, ""fever"": false, ""condition"": 0, ""mark"": ""questionD1_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551563482880, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,14,1551563485840,"{""response_time"": 2960, ""fever"": false, ""condition"": 0, ""mark"": ""questionD2_stop"", ""headache_credit"": 0, ""cough_credit"": 2, ""time"": 1551563485840, ""cough"": false, ""fever_credit"": 0, ""headache"": true}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,15,1551563485844,"{""time"": 1551563485844, ""mark"": ""debrief_start""}"
A1VIB2NEKBZUKQ:351SEKWQS1H7WYAUNN0FQ85115FMDJ,16,1551563494368,"{""answer"": ""agree"", ""time"": 1551563494368, ""response_time"": 8524, ""mark"": ""debrief_end""}"
A22QD6M0A2C77C:3R5F3LQFV3KYZ202SL8DWFURNRHOZT,0,1551563814413,"{""time"": 1551563814413, ""condition"": 0, ""mark"": ""instructions_start""}"
A22QD6M0A2C77C:3R5F3LQFV3KYZ202SL8DWFURNRHOZT,1,1551563832662,"{""time"": 1551563832662, ""response_time"": 18249, ""condition"": 0, ""mark"": ""instructions_stop""}"
